id,prediction
RbTlZnPbF6,3.3854632
LiCsRbYbCl6,1.7301941
LiCrCoTlF6,0.0055624135
LiSnMgRbI6,2.3141723
LiTlRbErF6,1.4742632
RbPdBeAuCl6,0.029443895
AgAuMoHgCl6,0.096153714
Na2CaSnF6,3.361529
RbTlTbHgF6,0.24629977
PdTlLiPtBr6,0.0011086904
LiTlTmAuCl6,0.017619697
Rb2PmTlCl6,2.0114696
ZnAgNaCrCl6,1.0265145
CaLiCl3,4.3310747
BeCsRbPbF6,3.131953
LiAgFeEuBr6,-0.006897236
FePtRbTlCl6,0.03126197
BeHgNaSrCl6,0.38894948
MgEuCu2F6,0.011589272
NaSnZnCsI6,1.6888205
AgSbRbTlBr6,2.097712
FeHgNiRbCl6,0.009406662
LiCsCuYbI6,0.026253993
NiCdRbAgBr6,0.016651133
CdCsLiSnBr6,0.602564
Cu2NaBiF6,0.61103386
CuAuSrPtCl6,0.26968974
AgPtCuEuBr6,-0.0022590794
RbPbBeNaI6,0.9493619
MnTlSnHgF6,0.885594
Sn2RbCsBr6,-0.30192834
CrFeLiHgF6,-0.020330368
LiMnCoTlF6,0.4986524
NaSrMnHgF6,0.16188222
NaSnBeHgF6,0.55516016
NaCuMnEuBr6,0.016295068
BeCsAgHgF6,0.0017196893
NiAgNaCoF6,-0.01007483
NiCuLiBeI6,0.01623161
AgAuNdHgCl6,0.14329907
BeTlZnCsF6,2.5968544
CuSnLiTiF6,0.0022147715
LiErCuAgF6,-0.0009669252
Cs2HgTlCl6,0.1414369
CsHgCuYbCl6,0.007749462
CsEuRbPbI6,2.3755538
NaPrTl2Cl6,2.5927062
Cu2NiPtF6,-0.013111454
LiAgHgPbBr6,0.0117208855
ZnEuCuAgF6,0.011226075
LiTlMgMnF6,2.6308875
CaBaRbAgF6,1.5788829
BePdRb2Cl6,0.064480975
Cu2NaAlBr6,0.19284159
AgBaLiPdBr6,0.028058851
LiCoTlPbF6,1.0220886
CuCsNaAsF6,1.2505457
CuNbLiCsCl6,0.009891379
CoBaAg2F6,0.011700487
CuHgCsErCl6,0.013268767
NaAuCrSrCl6,0.010395912
AgGdHg2F6,-0.006635303
CuRbZnPtBr6,0.0065934462
AgPtTlPbF6,1.2474089
CuAuCoSrCl6,0.024003956
CaCuBaHgF6,0.8580693
RbSnSrTlI6,2.5074382
ZnTlAgPbBr6,1.0986519
CoAuMnHgCl6,-0.002257899
CuPtRbTlCl6,0.025164405
BaAuMnRbCl6,0.6113958
Li2NiZnF6,0.6937324
LiCuTlBiI6,0.604671
CoAgLiCaF6,0.29736957
LiAuRbTmCl6,0.12663722
CsHgRbSnCl6,0.08945514
