,correct_formula,A,A',B,B',X,lat_bvm,lat_opt,lat_err,hf_opt,pbe_bg
456,CsRbV_CrF6,Cs,Rb,V,Cr,F,6.520868025,6.071133387,7.407754192,-2.734150444,0
457,CsRbV_PbF6,Cs,Rb,V,Pb,F,6.993215355,6.443236139,8.535760666,-2.77988685,0.673537
458,CsRbV_PtCl6,Cs,Rb,V,Pt,Cl,7.457077404,7.169835787,4.006250987,-1.350052387,0
459,CsRbV_SnF6,Cs,Rb,V,Sn,F,6.850379785,6.38065554,7.361692573,-2.754783525,0.766691
460,CsRbZnBaBr6,Cs,Rb,Zn,Ba,Br,8.181154748,8.205971628,-0.302424638,-1.753534346,3.100257
461,CsRbZnBaCl6,Cs,Rb,Zn,Ba,Cl,7.722949553,7.779880973,-0.731777519,-2.042844947,4.2381
462,CsRbZnCdCl6,Cs,Rb,Zn,Cd,Cl,6.964931084,7.315465348,-4.791687847,-1.631502233,1.602379
463,CsRbZnCdF6,Cs,Rb,Zn,Cd,F,6.206912615,6.192120116,0.238892314,-2.672313557,3.314593
464,CsRbZnPbBr6,Cs,Rb,Zn,Pb,Br,7.84881456,7.992533783,-1.798168477,-1.39656246,1.835192
465,CsRbZnPdCl6,Cs,Rb,Zn,Pd,Cl,7.052612325,7.144039269,-1.279765418,-1.414144234,0.039759
466,K_2AgAuF6,K,K,Ag,Au,F,6.38573992,6.267429576,1.887701211,-1.961056483,0
467,K_2AsAgF6,K,K,As,Ag,F,6.136838333,6.31949008,-2.890292487,-2.359310821,2.265682
468,K_2CaPtF6,K,K,Ca,Pt,F,6.07397654,6.293934805,-3.494765545,-2.68728545,1.335618
469,K_2CaZnF6,K,K,Ca,Zn,F,6.000437434,6.073106063,-1.196564464,-3.200661451,5.292678
470,K_2CrCoF6,K,K,Cr,Co,F,5.82790338,5.830039093,-0.03663291,-2.56263066,0
471,K_2CrFeF6,K,K,Cr,Fe,F,5.839217088,5.893693512,-0.92431722,-2.582729581,0
472,K_2CuCdF6,K,K,Cu,Cd,F,6.042863841,6.041779366,0.017949596,-2.426824712,0.032317
473,K_2CuNbF6,K,K,Cu,Nb,F,5.93319158,6.121318639,-3.073309365,-2.532896619,0
474,K_2CuPtF6,K,K,Cu,Pt,F,5.791133827,5.988687587,-3.298782198,-2.083628279,0
475,K_2FeCoF6,K,K,Fe,Co,F,5.80810439,5.841287301,-0.568075311,-2.457930502,0.025242
476,K_2FePbF6,K,K,Fe,Pb,F,6.277623293,6.352519383,-1.178998213,-2.558585419,0
477,K_2LiInF6,K,K,Li,In,F,5.786113369,5.929266444,-2.414347143,-2.966507375,5.281517
478,K_2LiScF6,K,K,Li,Sc,F,5.763485952,5.847937701,-1.444128739,-3.552913919,6.789738
479,K_2MgCaF6,K,K,Mg,Ca,F,5.949525746,6.006450873,-0.947733166,-3.586631771,6.601011
480,K_2MgCdF6,K,K,Mg,Cd,F,6.023064851,6.006019912,0.283797577,-3.062131166,4.997559
481,K_2MgCrF6,K,K,Mg,Cr,F,5.765677983,5.834674088,-1.182518577,-3.075054964,0
482,K_2MgFeF6,K,K,Mg,Fe,F,5.745878993,5.806663593,-1.046807672,-2.992323962,0
483,K_2MgMnF6,K,K,Mg,Mn,F,5.890128777,5.854939934,0.60101117,-3.148817739,2.893452
484,K_2MnAgF6,K,K,Mn,Ag,F,6.085926644,6.114000761,-0.459177519,-2.546787041,0
485,K_2MnFeF6,K,K,Mn,Fe,F,5.97498159,5.9476126,0.460167665,-2.634139055,0
486,K_2MnSrF6,K,K,Mn,Sr,F,6.451571561,6.354763533,1.523393081,-3.17157588,1.877659
487,K_2NaAsF6,K,K,Na,As,F,5.994002763,6.131031208,-2.234998328,-2.765860092,4.526685
488,K_2NaCoF6,K,K,Na,Co,F,5.909149949,5.946851041,-0.633967317,-2.671263044,0
489,K_2NaCrF6,K,K,Na,Cr,F,5.947333715,5.936806896,0.177314492,-3.053394728,1.949979
490,K_2NaCuF6,K,K,Na,Cu,F,5.866723542,5.929657296,-1.061338807,-2.483782971,0
491,K_2NaFeF6,K,K,Na,Fe,F,5.969961132,5.979772913,-0.164082836,-2.849759669,1.629473
492,K_2NaInF6,K,K,Na,In,F,6.101482994,6.169176388,-1.097284139,-2.947217847,5.229267
493,K_2NaNiF6,K,K,Na,Ni,F,5.866723542,5.887380973,-0.35087641,-2.602657378,0
494,K_2NaRhF6,K,K,Na,Rh,F,6.005316471,6.007793453,-0.04122948,-2.617102942,2.145574
495,K_2NaTiF6,K,K,Na,Ti,F,6.02087282,6.016206705,0.077559087,-3.273516909,0.000373
496,K_2NbAgF6,K,K,Nb,Ag,F,6.148152041,6.38571964,-3.720294852,-2.539977202,0
497,K_2NiAgF6,K,K,Ni,Ag,F,5.992588549,5.976563308,0.268134715,-2.255802839,0
498,K_2PdPtF6,K,K,Pd,Pt,F,5.949525746,6.160015039,-3.417025635,-1.965615286,0.005165
499,K_2PdSnF6,K,K,Pd,Sn,F,6.256410089,6.351660248,-1.499610421,-2.34783487,0
500,K_2RuAgF6,K,K,Ru,Ag,F,6.708180612,6.210582101,8.012107447,-2.189482207,0
501,K_2ScCuF6,K,K,Sc,Cu,F,5.986931695,6.042471386,-0.919155217,-3.10169069,1.205839
502,K_2TiFeF6,K,K,Ti,Fe,F,6.438843639,5.919424991,8.774815946,-2.808235648,0.003838
503,K_2TiMnF6,K,K,Ti,Mn,F,6.63400511,5.980320905,10.93058743,-2.909665483,0
504,K_2TiNiF6,K,K,Ti,Ni,F,6.365304534,5.910039101,7.703255854,-2.767692894,0
505,K_2TiSnF6,K,K,Ti,Sn,F,6.824923941,6.341504006,7.623111718,-2.804667872,0
506,K_2V_CrF6,K,K,V,Cr,F,6.481270046,5.931476362,9.269086656,-2.762805707,0
507,K_2V_MnF6,K,K,V,Mn,F,6.648147246,5.939150723,11.9376752,-2.836928224,1.037958
508,K_2V_SnF6,K,K,V,Sn,F,6.839066077,6.279915712,8.903787736,-2.736484518,0.801126
509,K_2ZnBaF6,K,K,Zn,Ba,F,6.450157347,6.493502305,-0.667512784,-3.072155684,4.394152
510,K_2ZnPdF6,K,K,Zn,Pd,F,5.881643495,5.979096678,-1.629898097,-2.346313797,0
511,K_2ZnPtF6,K,K,Zn,Pt,F,5.819418098,6.052592799,-3.852476265,-2.226471918,0.388448
512,K_BaCoAgF6,K,Ba,Co,Ag,F,6.134080616,6.167910529,-0.548482551,-2.543681125,0
513,K_BaCrCuF6,K,Ba,Cr,Cu,F,5.961546562,6.023348067,-1.026032438,-2.723625485,0
514,K_BaCuAgF6,K,Ba,Cu,Ag,F,6.080340501,6.129989078,-0.80992929,-2.519720562,0.042491
515,K_BaCuCdF6,K,Ba,Cu,Cd,F,6.281158827,6.190543449,1.463770972,-2.660322261,0.128995
516,K_BaFeCuF6,K,Ba,Fe,Cu,F,5.941747572,5.998320884,-0.943152477,-2.628523678,0.000565
517,K_BaLiCaF6,K,Ba,Li,Ca,F,5.888007456,5.984251352,-1.608286323,-3.62435621,6.757817
518,K_BaLiTiF6,K,Ba,Li,Ti,F,6.272673545,5.848363136,7.255199432,-3.341177247,0
519,K_BaLiV_F6,K,Ba,Li,V,F,6.286815681,5.811063176,8.187013126,-3.290103347,1.740746
520,K_BaLiZnF6,K,Ba,Li,Zn,F,5.732443964,5.797000494,-1.113619536,-3.22538801,5.558909
521,K_BaMgAgF6,K,Ba,Mg,Ag,F,6.060541511,6.123941851,-1.035286447,-3.115517599,2.641767
522,K_BaMgCuF6,K,Ba,Mg,Cu,F,5.873865321,5.928804943,-0.92665592,-3.136905445,0.962282
523,K_BaNaCoF6,K,Ba,Na,Co,F,6.025186172,5.971798875,0.893990205,-2.982534581,0.001377
524,K_BaNaFeF6,K,Ba,Na,Fe,F,6.039328307,6.011821844,0.457539556,-3.034430016,0
525,K_BaNaMnF6,K,Ba,Na,Mn,F,6.220347643,6.058750934,2.667162106,-3.176282579,2.115252
526,K_BaNaNiF6,K,Ba,Na,Ni,F,5.971446056,5.945601234,0.434688116,-2.999932612,1.552032
527,K_BaNaZnF6,K,Ba,Na,Zn,F,5.999730328,5.990807287,0.148945552,-3.169280175,5.15212
528,K_BaV_CuF6,K,Ba,V,Cu,F,6.586628956,6.00194123,9.741643638,-2.81760557,0.211855
529,Rb2AgBiF6,Rb,Rb,Ag,Bi,F,6.541303411,6.656124938,-1.725050657,-2.472000171,2.561169
530,Rb2AgSbCl6,Rb,Rb,Ag,Sb,Cl,7.469027508,7.600287027,-1.72703371,-1.467479259,1.453661
531,Rb2AgSbF6,Rb,Rb,Ag,Sb,F,6.40978155,6.567190496,-2.396899345,-2.4660207,2.205888
532,Rb2AlAgF6,Rb,Rb,Al,Ag,F,6.073198722,6.108501615,-0.577930485,-3.002618798,3.207743
533,Rb2AlCsF6,Rb,Rb,Al,Cs,F,6.644541001,6.555934334,1.351549032,-3.324282946,5.856559
534,Rb2AlK_Cl6,Rb,Rb,Al,K,Cl,7.603377797,7.553948977,0.654344107,-2.017542062,4.501717
535,Rb2AlK_F6,Rb,Rb,Al,K,F,6.234419068,6.232807439,0.025857192,-3.387362995,6.449748
536,Rb2AsCsF6,Rb,Rb,As,Cs,F,6.860915676,6.883597044,-0.329498776,-2.684334489,3.764776
537,Rb2BePbF6,Rb,Rb,Be,Pb,F,6.018822211,6.055742595,-0.609675583,-2.872472647,5.080001
538,Rb2CaCdF6,Rb,Rb,Ca,Cd,F,6.393588805,6.366720662,0.422009138,-3.15895296,5.006338
539,Rb2CaMnCl6,Rb,Rb,Ca,Mn,Cl,7.058269179,7.420631488,-4.883173482,-2.062845154,2.507872
540,Rb2CaNiF6,Rb,Rb,Ca,Ni,F,6.05417755,6.092126433,-0.622916865,-3.019286094,1.570826
541,Rb2CaPbF6,Rb,Rb,Ca,Pb,F,6.551980724,6.624476145,-1.094357039,-3.175932704,4.984011
542,Rb2CaPdCl6,Rb,Rb,Ca,Pd,Cl,7.349597173,7.399652256,-0.676451829,-1.778096846,0
543,Rb2CaPtCl6,Rb,Rb,Ca,Pt,Cl,7.349597173,7.431517757,-1.102339881,-1.716410574,0.475752
544,Rb2CdPtF6,Rb,Rb,Cd,Pt,F,6.204084187,6.339459962,-2.135446486,-2.184425384,0.359418
545,Rb2CoCdF6,Rb,Rb,Co,Cd,F,6.158829353,6.1191626,0.648238257,-2.488004741,0
546,Rb2CoSrCl6,Rb,Rb,Co,Sr,Cl,7.503746451,7.478091682,0.343065719,-1.861054619,0.001186
547,Rb2CoSrF6,Rb,Rb,Co,Sr,F,6.287522788,6.302569152,-0.238733818,-2.973331394,0
548,Rb2CrAgF6,Rb,Rb,Cr,Ag,F,6.166536817,6.190603448,-0.388760663,-2.650258761,1.406984
549,Rb2CrAuCl6,Rb,Rb,Cr,Au,Cl,7.112645691,7.205265316,-1.285443643,-1.426963116,0.307544
550,Rb2CrBaF6,Rb,Rb,Cr,Ba,F,6.535010161,6.588638869,-0.813957314,-3.057086679,0
551,Rb2CrMnF6,Rb,Rb,Cr,Mn,F,6.076804967,6.039120502,0.624005846,-2.727015867,0
552,Rb2CrPbCl6,Rb,Rb,Cr,Pb,Cl,7.606984041,7.55347989,0.70833777,-1.618496352,0
553,Rb2CrSrF6,Rb,Rb,Cr,Sr,F,6.321463913,6.375714779,-0.850898572,-3.119912034,0.010588
554,Rb2CuAgF6,Rb,Rb,Cu,Ag,F,6.10006878,6.055298785,0.739352369,-2.200353955,0
555,Rb2CuAuCl6,Rb,Rb,Cu,Au,Cl,7.112645691,7.108381322,0.059990718,-1.240890272,0.02264
556,Rb2CuBaF6,Rb,Rb,Cu,Ba,F,6.436015212,6.506287766,-1.08007141,-2.835356798,0.008372
557,Rb2CuBiCl6,Rb,Rb,Cu,Bi,Cl,7.104160409,7.440655335,-4.52238292,-1.481839265,0.927317
558,Rb2CuNbF6,Rb,Rb,Cu,Nb,F,6.068956082,6.195247484,-2.038520694,-2.545599353,0
559,Rb2CuSnF6,Rb,Rb,Cu,Sn,F,6.131959296,6.238363673,-1.705645624,-2.496620044,0.147755
560,Rb2FeAgF6,Rb,Rb,Fe,Ag,F,6.189164234,6.227024279,-0.607995783,-2.45713307,0.694304
561,Rb2FeBaF6,Rb,Rb,Fe,Ba,F,6.50672589,6.560565802,-0.820659584,-2.974458212,0.007324
562,Rb2FeNiF6,Rb,Rb,Fe,Ni,F,5.901442485,5.922621088,-0.35758835,-2.413825521,0
563,Rb2FePbF6,Rb,Rb,Fe,Pb,F,6.311564418,6.400455306,-1.388821322,-2.58112387,0
564,Rb2FeSrF6,Rb,Rb,Fe,Sr,F,6.298836496,6.347928333,-0.773352099,-3.038286933,0.005422
565,Rb2GaAuCl6,Rb,Rb,Ga,Au,Cl,7.106988836,7.2691868,-2.231308239,-1.397812918,0.16057
566,Rb2K_AsF6,Rb,Rb,K,As,F,6.414024191,6.535963079,-1.8656606,-2.746246874,4.576784
567,Rb2K_CrF6,Rb,Rb,K,Cr,F,6.361698289,6.336714266,0.394274098,-3.026383483,2.080611
568,Rb2K_GaF6,Rb,Rb,K,Ga,F,6.317857669,6.342192179,-0.38369241,-3.008154239,5.858946
569,Rb2K_MnF6,Rb,Rb,K,Mn,F,6.36594093,6.363532989,0.037839688,-2.903893619,0.003528
570,Rb2K_MoF6,Rb,Rb,K,Mo,F,6.473633292,6.510996294,-0.573844621,-2.854974805,1.751761
571,Rb2K_RuF6,Rb,Rb,K,Ru,F,6.979709616,6.423718149,8.655290505,-2.587647312,0
572,Rb2LiInF6,Rb,Rb,Li,In,F,5.910564163,6.04956215,-2.297653674,-2.960274523,5.239659
573,Rb2LiNbF6,Rb,Rb,Li,Nb,F,5.820054495,6.038602952,-3.619189053,-2.984620368,0
574,Rb2LiSbF6,Rb,Rb,Li,Sb,F,6.019458607,6.175884049,-2.532842922,-2.863937711,4.230522
575,Rb2LiScF6,Rb,Rb,Li,Sc,F,5.876623037,5.983439275,-1.785197996,-3.538619197,6.713997
576,Rb2MgCaF6,Rb,Rb,Mg,Ca,F,6.037206987,6.082331503,-0.741895044,-3.585075134,6.791638
577,Rb2MgMnF6,Rb,Rb,Mg,Mn,F,5.991952153,5.941820367,0.843710898,-3.131413961,3.057228
578,Rb2MgPdF6,Rb,Rb,Mg,Pd,F,5.952354173,6.005735807,-0.888844194,-2.693409603,0.001792
579,Rb2MgSrCl6,Rb,Rb,Mg,Sr,Cl,7.564557634,7.581837752,-0.227914637,-2.295493101,4.815812
580,Rb2MnCdF6,Rb,Rb,Mn,Cd,F,6.328534981,6.208180372,1.938645493,-2.719201248,1.091947
581,Rb2MnSnCl6,Rb,Rb,Mn,Sn,Cl,7.087896953,7.543798473,-6.043394738,-1.640175505,1.473345
582,Rb2MoAgCl6,Rb,Rb,Mo,Ag,Cl,7.316292444,7.343829011,-0.374961985,-1.454892578,0.85217
583,Rb2NaAlF6,Rb,Rb,Na,Al,F,5.989760122,5.964107888,0.43011016,-3.407216871,6.81379
584,Rb2NaCoF6,Rb,Rb,Na,Co,F,6.050571305,6.057182061,-0.109139133,-2.671736328,0
585,Rb2NaNbF6,Rb,Rb,Na,Nb,F,6.115625129,6.25056686,-2.158871892,-2.982371462,0
586,Rb2NaRhF6,Rb,Rb,Na,Rh,F,6.115625129,6.106557177,0.148495326,-2.622389224,2.102625
587,Rb2NaRuF6,Rb,Rb,Na,Ru,F,6.551202906,6.117244996,7.094008991,-2.616830365,0.001067
588,Rb2NaSbF6,Rb,Rb,Na,Sb,F,6.275431262,6.399147463,-1.933323176,-2.861283335,4.150927
589,Rb2NbAgF6,Rb,Rb,Nb,Ag,F,6.218862719,6.435278197,-3.362954504,-2.568941316,0
590,Rb2NiAgF6,Rb,Rb,Ni,Ag,F,6.10006878,6.053767204,0.764839057,-2.255769112,0
591,Rb2NiPbF6,Rb,Rb,Ni,Pb,F,6.246510594,6.321255966,-1.182444951,-2.525317933,1.407594
592,Rb2NiSnF6,Rb,Rb,Ni,Sn,F,6.134787723,6.250111052,-1.845140479,-2.510256844,0.658206
593,Rb2NiSrCl6,Rb,Rb,Ni,Sr,Cl,7.488190102,7.447180041,0.550679059,-1.876551509,1.046944
594,Rb2PdSnF6,Rb,Rb,Pd,Sn,F,6.296008069,6.409741449,-1.774383271,-2.370023544,0
595,Rb2RhAgF6,Rb,Rb,Rh,Ag,F,6.218862719,6.236035599,-0.275381366,-2.223296944,1.500095
596,Rb2ScAgCl6,Rb,Rb,Sc,Ag,Cl,7.480341217,7.415281157,0.877378195,-1.96125827,3.259164
597,Rb2ScAgF6,Rb,Rb,Sc,Ag,F,6.269774407,6.344879771,-1.18371611,-3.137655109,3.239674
598,Rb2SrPtCl6,Rb,Rb,Sr,Pt,Cl,7.524959655,7.610747488,-1.127193264,-1.718869105,0.558283
599,Rb2TiPtF6,Rb,Rb,Ti,Pt,F,6.498240608,6.397718196,1.571222879,-2.574715043,0.033245
600,Rb2TiZnF6,Rb,Rb,Ti,Zn,F,6.419044649,5.994037578,7.090497273,-2.847953681,0
601,Rb2V_AgF6,Rb,Rb,V,Ag,F,6.210377438,6.228570155,-0.292084966,-2.706321553,0
602,Rb2V_CdF6,Rb,Rb,V,Cd,F,6.812196019,6.167321767,10.4563095,-2.744287665,0.09281
603,Rb2V_CoF6,Rb,Rb,V,Co,F,6.458642629,5.938297143,8.762537028,-2.631804535,0.000647
604,Rb2V_FeF6,Rb,Rb,V,Fe,F,6.472784764,5.958248023,8.635705312,-2.684632738,0.003328
605,Rb2V_NiF6,Rb,Rb,V,Ni,F,6.402074086,5.928082865,7.995691555,-2.625691049,0
606,Rb2V_PtF6,Rb,Rb,V,Pt,F,6.509554317,6.231934355,4.454795994,-2.353924736,0
607,Rb2V_SnF6,Rb,Rb,V,Sn,F,6.841894504,6.33266061,8.041389321,-2.753161828,0.797864
608,Rb2V_SrCl6,Rb,Rb,V,Sr,Cl,8.062360808,7.532170869,7.039005729,-2.070141677,1.245536
609,Rb2V_SrF6,Rb,Rb,V,Sr,F,6.972002152,6.346289476,9.859504177,-3.234933131,0.596835
610,Rb2ZnSrF6,Rb,Rb,Zn,Sr,F,6.262066944,6.320513211,-0.924707615,-3.166607025,5.072615
611,RbBaBeAgF6,Rb,Ba,Be,Ag,F,5.920534368,5.921701352,-0.019706904,-2.970108438,3.086054
612,RbBaCaCuF6,Rb,Ba,Ca,Cu,F,6.184992304,6.22609083,-0.660101613,-3.154591664,0.622178
613,RbBaCuPtF6,Rb,Ba,Cu,Pt,F,6.023771958,6.162669258,-2.253849658,-2.290115866,0.041638
614,RbBaCuSnF6,Rb,Ba,Cu,Sn,F,6.319342593,6.376438801,-0.8954247,-2.629135799,0.897431
615,RbBaCuSrF6,Rb,Ba,Cu,Sr,F,6.443793386,6.406596638,0.580600748,-3.060472695,0.131285
616,RbBaCuZnF6,Rb,Ba,Cu,Zn,F,5.97286027,6.021894489,-0.814265662,-2.756543679,0.243339
617,RbBaLiCaF6,Rb,Ba,Li,Ca,F,5.95306128,6.030462377,-1.283501864,-3.62129547,6.841011
618,RbBaLiCoF6,Rb,Ba,Li,Co,F,5.837095768,5.834532081,0.04393989,-3.025168585,0.001073
619,RbBaLiFeF6,Rb,Ba,Li,Fe,F,5.842752622,5.867033498,-0.413852691,-3.080819584,0
620,RbBaLiMgF6,Rb,Ba,Li,Mg,F,5.808811497,5.810613452,-0.031011442,-3.587800519,7.37823
621,RbBaLiPbF6,Rb,Ba,Li,Pb,F,6.131252189,6.2472571,-1.8568935,-3.073722559,4.165942
622,RbBaLiSrF6,Rb,Ba,Li,Sr,F,6.11569584,6.193440745,-1.255278095,-3.528775123,6.239341
623,RbBaLiV_F6,Rb,Ba,Li,V,F,6.295300962,5.863542609,7.363438484,-3.276510395,1.789115
624,RbBaLiZnF6,Rb,Ba,Li,Zn,F,5.828610487,5.852601336,-0.409917704,-3.211702021,5.570477
625,RbBaMgCuF6,Rb,Ba,Mg,Cu,F,5.941747572,5.970218072,-0.476875378,-3.13148654,1.058914
626,RbBaNaCdF6,Rb,Ba,Na,Cd,F,6.378739562,6.23938038,2.233542011,-3.065643659,4.671324
627,RbBaNaCoF6,Rb,Ba,Na,Co,F,6.044985162,6.014901466,0.500152765,-2.979086074,0.000791
628,RbBaNaCrF6,Rb,Ba,Na,Cr,F,6.081754714,6.079246614,0.041256757,-3.109498471,0
629,RbBaNaCuF6,Rb,Ba,Na,Cu,F,6.005387182,6.014619579,-0.153499268,-2.90324756,0.007208
630,RbBaNaFeF6,Rb,Ba,Na,Fe,F,6.05629887,6.052861739,0.056785222,-3.032920641,0
631,RbBaNaMgF6,Rb,Ba,Na,Mg,F,5.991245046,5.9784544,0.213945698,-3.549495669,6.798233
632,RbBaNiAgF6,Rb,Ba,Ni,Ag,F,6.11993848,6.162505551,-0.690742923,-2.570724694,0.820051
633,RbBaTiCuF6,Rb,Ba,Ti,Cu,F,6.578143675,6.093427136,7.954744156,-2.869401204,0
634,RbBaV_AgF6,Rb,Ba,V,Ag,F,6.863814814,6.246453098,9.883396326,-2.795723837,0.033855
635,RbBaZnAgF6,Rb,Ba,Zn,Ag,F,6.145394325,6.218668373,-1.178291615,-2.736017906,1.880079
636,RbK_AlAgCl6,Rb,K,Al,Ag,Cl,7.090018274,7.200824741,-1.538802443,-1.693783573,2.197086
637,RbK_AlAgF6,Rb,K,Al,Ag,F,6.01663018,6.06877185,-0.859179934,-2.99819762,3.121048
638,RbK_AlAuCl6,Rb,K,Al,Au,Cl,7.027792877,7.208711798,-2.509726094,-1.558732559,0.520821
639,RbK_AsAgCl6,Rb,K,As,Ag,Cl,7.225782776,7.368241826,-1.933419849,-1.370327376,1.217362
640,RbK_AsAgF6,Rb,K,As,Ag,F,6.173607885,6.351272727,-2.797310864,-2.370708328,2.314986
641,RbK_BeBaCl6,Rb,K,Be,Ba,Cl,6.906948328,7.491049187,-7.797317097,-2.002837486,4.5242
642,RbK_BePbCl6,Rb,K,Be,Pb,Cl,6.765526972,7.301154044,-7.336197384,-1.62552427,3.246295
643,RbK_CaCdCl6,Rb,K,Ca,Cd,Cl,7.157264128,7.551525402,-5.220948789,-2.021656765,3.892205
644,RbK_CaFeCl6,Rb,K,Ca,Fe,Cl,7.349597173,7.325533046,0.3284966,-1.901727662,0
645,RbK_CaFeF6,Rb,K,Ca,Fe,F,6.07397654,6.133190338,-0.965464868,-3.074350042,0.001431
646,RbK_CaMnCl6,Rb,K,Ca,Mn,Cl,7.027156481,7.39928651,-5.029269086,-2.044948703,2.485891
647,RbK_CaNiCl6,Rb,K,Ca,Ni,Cl,7.298685485,7.248999848,0.685413685,-1.858096878,1.018337
648,RbK_CaNiF6,Rb,K,Ca,Ni,F,6.01457957,6.058211887,-0.720217744,-3.01803726,1.503225
649,RbK_CaPtF6,Rb,K,Ca,Pt,F,6.107917665,6.317979309,-3.324823234,-2.697992339,1.340827
650,RbK_CaSnF6,Rb,K,Ca,Sn,F,6.406316727,6.531939268,-1.923204363,-3.142042702,4.015938
651,RbK_CaTiF6,Rb,K,Ca,Ti,F,6.710372643,6.17927627,8.594798967,-3.330810611,0
652,RbK_CaV_Cl6,Rb,K,Ca,V,Cl,7.86437091,7.333042621,7.245672996,-2.051379937,1.154706
653,RbK_CaV_F6,Rb,K,Ca,V,F,6.724514778,6.13212721,9.660392678,-3.27047433,0.987072
654,RbK_CaZnF6,Rb,K,Ca,Zn,F,6.040035414,6.10671295,-1.091872773,-3.202289318,5.387046
655,RbK_CdPbF6,Rb,K,Cd,Pb,F,6.631176683,6.594184619,0.560980108,-2.643068485,3.461389
656,RbK_CdSnF6,Rb,K,Cd,Sn,F,6.488341113,6.51626282,-0.428492646,-2.630636367,2.534288
657,RbK_CoAuCl6,Rb,K,Co,Au,Cl,7.04476344,7.027572329,0.24462375,-1.197143024,0
658,RbK_CoNiF6,Rb,K,Co,Ni,F,5.830731807,5.835262139,-0.077637163,-2.3314057,0
659,RbK_CoSrF6,Rb,K,Co,Sr,F,6.267723798,6.276592743,-0.141301903,-2.963718693,0
660,RbK_CoZnF6,Rb,K,Co,Zn,F,5.850530797,5.869564098,-0.324271116,-2.532813541,0.00028
661,RbK_CrAgCl6,Rb,K,Cr,Ag,Cl,7.138101535,7.185312073,-0.657042276,-1.535058643,0.752243
662,RbK_CrCuF6,Rb,K,Cr,Cu,F,5.965718492,5.908799519,0.96329166,-2.636709363,0.479149
663,RbK_CrFeF6,Rb,K,Cr,Fe,F,5.901442485,5.933815273,-0.545564473,-2.576053483,0
664,RbK_CrMnF6,Rb,K,Cr,Mn,F,6.040035414,6.004948113,0.584306481,-2.728430154,0
665,RbK_CrNiF6,Rb,K,Cr,Ni,F,5.856187651,5.878475754,-0.379147655,-2.547929639,0
666,RbK_CrSnCl6,Rb,K,Cr,Sn,Cl,7.418822927,7.461823263,-0.576271167,-1.575036675,0
667,RbK_CuAsF6,Rb,K,Cu,As,F,5.998245403,6.102198932,-1.703542119,-2.358711963,1.047724
668,RbK_CuCdF6,Rb,K,Cu,Cd,F,6.079633394,6.075255561,0.072060063,-2.427535662,0.031682
669,RbK_CuGaF6,Rb,K,Cu,Ga,F,5.938848434,5.955258947,-0.275563383,-2.596261493,0.215881
670,RbK_CuPtF6,Rb,K,Cu,Pt,F,5.861844505,6.022243204,-2.663437752,-2.08289462,0
671,RbK_CuRhF6,Rb,K,Cu,Rh,F,6.006730685,5.934313896,1.220306008,-2.239064107,0.721946
672,RbK_CuRuF6,Rb,K,Cu,Ru,F,6.453622171,5.973600498,8.035717708,-2.206147205,0
673,RbK_CuSnCl6,Rb,K,Cu,Sn,Cl,7.305685842,7.304296223,0.01902468,-1.484716025,0.09074
674,RbK_FeCdCl6,Rb,K,Fe,Cd,Cl,6.848965572,7.238894168,-5.38657683,-1.486916283,0.004687
675,RbK_FeCoF6,Rb,K,Fe,Co,F,5.875986641,5.883242003,-0.123322515,-2.448241043,0.028034
676,RbK_FePbF6,Rb,K,Fe,Pb,F,6.294593855,6.377265877,-1.296355266,-2.569495399,0
677,RbK_FeSrF6,Rb,K,Fe,Sr,F,6.281865933,6.323036304,-0.651117106,-3.027326539,0.004104
678,RbK_FeZnF6,Rb,K,Fe,Zn,F,5.859016078,5.909627776,-0.856427848,-2.599898119,0
679,RbK_LiBiCl6,Rb,K,Li,Bi,Cl,7.395488403,7.483063034,-1.170304601,-1.75731255,3.62264
680,RbK_LiCoF6,Rb,K,Li,Co,F,5.689946847,5.803301472,-1.953278243,-2.674907985,0
681,RbK_LiGaF6,Rb,K,Li,Ga,F,5.689946847,5.809682535,-2.060967829,-3.030476193,6.001537
682,RbK_LiNbF6,Rb,K,Li,Nb,F,5.788941796,5.981117172,-3.213034797,-2.986096318,0.002466
683,RbK_LiRhF6,Rb,K,Li,Rh,F,5.788941796,5.852287872,-1.082415585,-2.622822792,2.022752
684,RbK_LiV_F6,Rb,K,Li,V,F,5.780456515,5.81876569,-0.658372876,-3.113709108,0
685,RbK_MgBaCl6,Rb,K,Mg,Ba,Cl,7.810630794,7.783623993,0.346969497,-2.25154781,4.511807
686,RbK_MgCaCl6,Rb,K,Mg,Ca,Cl,7.375053017,7.377771608,-0.036848403,-2.278173768,4.940131
687,RbK_MgCrF6,Rb,K,Mg,Cr,F,5.842045515,5.879765868,-0.641528147,-3.064040896,0
688,RbK_MgCuF6,Rb,K,Mg,Cu,F,5.785476973,5.815373473,-0.514094239,-2.833351733,0
689,RbK_MgMnF6,Rb,K,Mg,Mn,F,5.946697319,5.899957543,0.792205294,-3.138879424,3.019434
690,RbK_MgPbCl6,Rb,K,Mg,Pb,Cl,7.587185051,7.585712199,0.019416133,-1.872157716,3.831029
691,RbK_MgPbF6,Rb,K,Mg,Pb,F,6.204084187,6.290271497,-1.370168363,-3.075352128,5.084225
